"game_id","home_team","away_team","period_id","event_no","description","time_remaining","on_ice_situation","home_goals","away_goals","leader","team","event","first_player","first_number","second_player","second_number","third_player","third_number","shot_type","shot_result","goalie_involved","penalty","penalty_length","penalty_type","penalty_called","offensive_player_one","offensive_player_two","offensive_player_three","offensive_player_four","offensive_player_five","home_goalie","away_goalie"
268078,"CTW","BUF",2,74,"#9 Kaycie Anderson giveaway to #8 Iveta Klimasova1 GvA1 TkA","8:09","Even Strength","1 ","1","T","ConnecticutCTW","Giveaway","Kaycie Anderson",9,"Iveta Klimasova",8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,75,"#16 Hanna Beattie saved by #37 Mariah Fujimagari","7:05","Even Strength","1 ","1","T","ConnecticutCTW","Shot","Hanna Beattie",16,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,76,"#88 Sara Bustad blocked by #6 Shannon Doyle1 Blk","5:51","Even Strength","1 ","1","T","BuffaloBUF","Shot BLK","Sara Bustad",88,"Shannon Doyle",6,NA,NA,NA,"blocked","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,77,"#21 Sarah Schwenzfeier blocked by #17 Cassidy MacPherson2 Blk","5:20","Even Strength","1 ","1","T","ConnecticutCTW","Shot BLK","Sarah Schwenzfeier",21,"Cassidy MacPherson",17,NA,NA,NA,"blocked","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,78,"#21 Sarah Schwenzfeier saved by #37 Mariah Fujimagari","5:09","Even Strength","1 ","1","T","ConnecticutCTW","Shot","Sarah Schwenzfeier",21,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,79,"#3 Brooke Stacey saved by #31 Sonjia Shelly","4:38","Even Strength","1 ","1","T","BuffaloBUF","Shot","Brooke Stacey",3,"Sonjia Shelly",31,NA,NA,NA,"saved","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,80,"#94 Grace Klienbach saved by #37 Mariah Fujimagari","2:50","Even Strength","1 ","1","T","ConnecticutCTW","Shot","Grace Klienbach",94,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,81,"#21 Sarah Schwenzfeier faceoff won against #88 Sara Bustad","2:48","Even Strength","1 ","1","T","ConnecticutCTW","Faceoff","Sarah Schwenzfeier",21,"Sara Bustad",88,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,82,"#7 Jane Morrisette blocked by #4 Marie-Jo Pelletier1 Blk","2:36","Even Strength","1 ","1","T","ConnecticutCTW","Shot BLK","Jane Morrisette",7,"Marie-Jo Pelletier",4,NA,NA,NA,"blocked","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,83,"#14 Elena Orlando saved by #37 Mariah Fujimagari","2:32","Even Strength","1 ","1","T","ConnecticutCTW","Shot","Elena Orlo",14,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,84,"#21 Sarah Schwenzfeier faceoff won against #88 Sara Bustad","2:26","Even Strength","1 ","1","T","ConnecticutCTW","Faceoff","Sarah Schwenzfeier",21,"Sara Bustad",88,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,85,"#21 Sarah Schwenzfeier saved by #37 Mariah Fujimagari","2:18","Even Strength","1 ","1","T","ConnecticutCTW","Shot","Sarah Schwenzfeier",21,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,86,"#8 Iveta Klimasova saved by #31 Sonjia Shelly","1:21","Even Strength","1 ","1","T","BuffaloBUF","Shot","Iveta Klimasova",8,"Sonjia Shelly",31,NA,NA,NA,"saved","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,87,"#8 Iveta Klimasova Roughing Minor 2 minsPower Play","0:57","Power Play","1 ","1","T","BuffaloBUF","Penalty","Iveta Klimasova",8,NA,NA,NA,NA,NA,NA,NA,1,"2 mins","Minor","Roughing",NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,88,"#21 Kim Brown faceoff won against #15 Emma Vlasic","0:57","Power Play","1 ","1","T","BuffaloBUF","Faceoff","Kim Brown",21,"Emma Vlasic",15,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",2,89,"#6 Shannon Doyle saved by #37 Mariah Fujimagari","0:04","Power Play","1 ","1","T","ConnecticutCTW","Shot","Shannon Doyle",6,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,90,"#81 Erin Gehen saved by #31 Sonjia Shelly","17:41","Even Strength","1 ","1","T","BuffaloBUF","Shot","Erin Gehen",81,"Sonjia Shelly",31,NA,NA,NA,"saved","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,91,"#16 Hanna Beattie faceoff won against #22 Becki Bowering","17:40","Even Strength","1 ","1","T","ConnecticutCTW","Faceoff","Hanna Beattie",16,"Becki Bowering",22,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,92,"#95 Taylor Accursi blocked by #6 Shannon Doyle2 Blk","17:04","Even Strength","1 ","1","T","BuffaloBUF","Shot BLK","Taylor Accursi",95,"Shannon Doyle",6,NA,NA,NA,"blocked","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,93,"#94 Grace Klienbach saved by #37 Mariah Fujimagari","16:06","Even Strength","1 ","1","T","ConnecticutCTW","Shot","Grace Klienbach",94,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,94,"#95 Taylor Accursi blocked by #6 Shannon Doyle3 Blk","14:18","Even Strength","1 ","1","T","BuffaloBUF","Shot BLK","Taylor Accursi",95,"Shannon Doyle",6,NA,NA,NA,"blocked","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,95,"#22 Becki Bowering Slashing against #12 Kendra BroadMinor 2 minsPower Play","14:11","Power Play","1 ","1","T","BuffaloBUF","Penalty","Becki Bowering",22,"Kendra Broad",12,NA,NA,NA,NA,NA,1,"2 mins","Minor","Slashing",NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,96,"#21 Kim Brown faceoff won against #15 Emma Vlasic","14:10","Power Play","1 ","1","T","BuffaloBUF","Faceoff","Kim Brown",21,"Emma Vlasic",15,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,97,"#21 Kim Brown Hooking Minor 2 minsPower Play","14:09","Power Play","1 ","1","T","BuffaloBUF","Penalty","Kim Brown",21,NA,NA,NA,NA,NA,NA,NA,1,"2 mins","Minor","Hooking",NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,98,"#15 Kandice Sheriff faceoff won against #15 Emma Vlasic","14:09","Power Play","1 ","1","T","BuffaloBUF","Faceoff","Kice Sheriff",15,"Emma Vlasic",15,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,99,"#7 Jane Morrisette saved by #37 Mariah Fujimagari","14:03","Power Play","1 ","1","T","ConnecticutCTW","Shot","Jane Morrisette",7,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,100,"#6 Shannon Doyle blocked by #15 Kandice Sheriff2 Blk","13:43","Power Play","1 ","1","T","ConnecticutCTW","Shot BLK","Shannon Doyle",6,"Kice Sheriff",15,NA,NA,NA,"blocked","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,101,"#15 Emma Vlasic saved by #37 Mariah Fujimagari","13:15","Power Play","1 ","1","T","ConnecticutCTW","Shot","Emma Vlasic",15,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,102,"#21 Sarah Schwenzfeier faceoff won against #95 Taylor Accursi","13:15","Power Play","1 ","1","T","ConnecticutCTW","Faceoff","Sarah Schwenzfeier",21,"Taylor Accursi",95,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,103,"#7 Jane Morrisette saved by #37 Mariah Fujimagari","12:00","Power Play","1 ","1","T","ConnecticutCTW","Shot","Jane Morrisette",7,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,104,"#21 Sarah Schwenzfeier saved by #37 Mariah Fujimagari","12:51","Power Play","1 ","1","T","ConnecticutCTW","Shot","Sarah Schwenzfeier",21,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,105,"#9 Kaycie Anderson blocked by #81 Erin Gehen1 Blk","12:39","Power Play","1 ","1","T","ConnecticutCTW","Shot BLK","Kaycie Anderson",9,"Erin Gehen",81,NA,NA,NA,"blocked","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,106,"#21 Sarah Schwenzfeier saved by #37 Mariah Fujimagari","12:36","Power Play","1 ","1","T","ConnecticutCTW","Shot","Sarah Schwenzfeier",21,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,107,"#15 Emma Vlasic faceoff won against #95 Taylor Accursi","12:28","Power Play","1 ","1","T","ConnecticutCTW","Faceoff","Emma Vlasic",15,"Taylor Accursi",95,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,108,"#24 Sarah Hughson saved by #37 Mariah Fujimagari","12:19","Power Play","1 ","1","T","ConnecticutCTW","Shot","Sarah Hughson",24,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,109,"#24 Sarah Hughson saved by #37 Mariah Fujimagari","12:07","Even Strength","1 ","1","T","ConnecticutCTW","Shot","Sarah Hughson",24,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,110,"#11 Megan Delay blocked by #6 Shannon Doyle4 Blk","11:37","Even Strength","1 ","1","T","BuffaloBUF","Shot BLK","Megan Delay",11,"Shannon Doyle",6,NA,NA,NA,"blocked","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,111,"#15 Emma Vlasic giveaway to #8 Iveta Klimasova1 GvA2 TkA","11:10","Even Strength","1 ","1","T","ConnecticutCTW","Giveaway","Emma Vlasic",15,"Iveta Klimasova",8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,112,"#16 Hanna Beattie giveaway to #23 Corinne Buie1 GvA3 TkA","9:57","Even Strength","1 ","1","T","ConnecticutCTW","Giveaway","Hanna Beattie",16,"Corinne Buie",23,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,113,"#7 Jane Morrisette saved by #37 Mariah Fujimagari","9:13","Even Strength","1 ","1","T","ConnecticutCTW","Shot","Jane Morrisette",7,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,114,"#15 Kandice Sheriff faceoff won against #15 Emma Vlasic","9:11","Even Strength","1 ","1","T","BuffaloBUF","Faceoff","Kice Sheriff",15,"Emma Vlasic",15,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,115,"#15 Kandice Sheriff faceoff won against #24 Sarah Hughson","9:10","Even Strength","1 ","1","T","BuffaloBUF","Faceoff","Kice Sheriff",15,"Sarah Hughson",24,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,116,"#95 Taylor Accursi saved by #31 Sonjia Shelly","8:45","Even Strength","1 ","1","T","BuffaloBUF","Shot","Taylor Accursi",95,"Sonjia Shelly",31,NA,NA,NA,"saved","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,117,"#94 Grace Klienbach Interference against #19 Ashley BirdsallMinor 2 minsPower Play","8:13","Power Play","1 ","1","T","ConnecticutCTW","Penalty","Grace Klienbach",94,"Ashley Birdsall",19,NA,NA,NA,NA,NA,1,"2 mins","Minor","Interference",NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,118,"#21 Sarah Schwenzfeier faceoff won against #22 Becki Bowering","8:09","Power Play","1 ","1","T","ConnecticutCTW","Faceoff","Sarah Schwenzfeier",21,"Becki Bowering",22,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,119,"#11 Megan Delay saved by #31 Sonjia Shelly","6:20","Power Play","1 ","1","T","BuffaloBUF","Shot","Megan Delay",11,"Sonjia Shelly",31,NA,NA,NA,"saved","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,120,"#8 Iveta Klimasova blocked by #6 Shannon Doyle5 Blk","6:03","Even Strength","1 ","1","T","BuffaloBUF","Shot BLK","Iveta Klimasova",8,"Shannon Doyle",6,NA,NA,NA,"blocked","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,121,"#88 Sara Bustad faceoff won against #21 Sarah Schwenzfeier","5:47","Even Strength","1 ","1","T","BuffaloBUF","Faceoff","Sara Bustad",88,"Sarah Schwenzfeier",21,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,122,"#23 Corinne Buie blocked by #4 Taylor Marchin2 Blk","4:26","Even Strength","1 ","1","T","BuffaloBUF","Shot BLK","Corinne Buie",23,"Taylor Marchin",4,NA,NA,NA,"blocked","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,123,"#4 Marie-Jo Pelletier blocked by #14 Elena Orlando2 Blk","3:48","Even Strength","1 ","1","T","BuffaloBUF","Shot BLK","Marie-Jo Pelletier",4,"Elena Orlo",14,NA,NA,NA,"blocked","Sonjia Shelly",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,124,"#6 Shannon Doyle saved by #37 Mariah Fujimagari","3:15","Even Strength","1 ","1","T","ConnecticutCTW","Shot","Shannon Doyle",6,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,125,"#3 Brooke Stacey from #19 Ashley Birdsall and #8 Iveta KlimasovaEven Strength2 - 1 BUF","3:08","Even Strength","1 ","2","BUF","BuffaloBUF","Goal","Brooke Stacey",3,"Ashley Birdsall",19,"Iveta Klimasova",8,NA,"made","Sonjia Shelly",0,NA,NA,NA,"Iveta Klimasova","Brooke Stacey","Ashley Birdsall","Cassidy MacPherson","Ana Orzechowski","Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,127,"#15 Kandice Sheriff faceoff won against #21 Sarah Schwenzfeier","3:07","Even Strength","1 ","2","BUF","BuffaloBUF","Faceoff","Kice Sheriff",15,"Sarah Schwenzfeier",21,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,128,"#24 Sarah Hughson saved by #37 Mariah Fujimagari","1:30","Even Strength","1 ","2","BUF","ConnecticutCTW","Shot","Sarah Hughson",24,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,129,"","1:20","Even Strength","1 ","2","BUF","ConnecticutCTW","Timeout",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,130,"#6 Shannon Doyle blocked by #22 Becki Bowering1 Blk","1:18","Even Strength","1 ","2","BUF","ConnecticutCTW","Shot BLK","Shannon Doyle",6,"Becki Bowering",22,NA,NA,NA,"blocked","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,131,"#6 Shannon Doyle saved by #37 Mariah Fujimagari","1:16","Even Strength","1 ","2","BUF","ConnecticutCTW","Shot","Shannon Doyle",6,"Mariah Fujimagari",37,NA,NA,NA,"saved","Mariah Fujimagari",0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,132,"#15 Emma Vlasic faceoff won against #22 Becki Bowering","1:16","Even Strength","1 ","2","BUF","ConnecticutCTW","Faceoff","Emma Vlasic",15,"Becki Bowering",22,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,133,"","1:13","Even Strength","1 ","2","BUF","BuffaloBUF","Timeout",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
268078,"CTW","BUF",3,135,"#95 Taylor Accursi faceoff won against #15 Emma Vlasic","0:35","Even Strength","1 ","2","BUF","BuffaloBUF","Faceoff","Taylor Accursi",95,"Emma Vlasic",15,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mariah Fujimagari"
268078,"CTW","BUF",3,136,"#23 Corinne Buie from #95 Taylor AccursiEven StrengthEmpty Net3 - 1 BUF","0:24","Even Strength","1 ","3","BUF","BuffaloBUF","Goal","Corinne Buie",23,"Taylor Accursi",95,NA,NA,NA,"made",NA,0,NA,NA,NA,"Becki Bowering","Corinne Buie","Taylor Accursi","Lenka Curmova","Marie-Jo Pelletier",NA,"Mariah Fujimagari"
268078,"CTW","BUF",3,139,"#12 Ana Orzechowski faceoff won against #21 Sarah Schwenzfeier","0:20","Even Strength","1 ","3","BUF","BuffaloBUF","Faceoff","Ana Orzechowski",12,"Sarah Schwenzfeier",21,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Sonjia Shelly","Mariah Fujimagari"
